Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,08/06/2018,"FAT RICKYS ROMEOVILLE ROMEOVILLE IL          08/04",-16.00,DEBIT_CARD,2152.96,,
DEBIT,08/06/2018,"PP*METALMONKEY ROMEOVILLE IL                 08/04",-7.00,DEBIT_CARD,2168.96,,
DEBIT,08/06/2018,"LINCOLN HALL TICKETS 773-525-2501 IL         08/03",-120.00,DEBIT_CARD,2175.96,,
DEBIT,08/03/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        08/02",-20.00,DEBIT_CARD,2295.96,,
DEBIT,08/03/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        08/02",-20.00,DEBIT_CARD,2315.96,,
CREDIT,08/03/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.72,ACH_CREDIT,2335.96,,
DEBIT,08/01/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-2000.00,ACH_DEBIT,639.24,,
DEBIT,08/01/2018,"QuickPay with Zelle payment to landlord 7364592825",-38.43,QUICKPAY_DEBIT,2639.24,,
DEBIT,07/31/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/31",-20.00,DEBIT_CARD,2677.67,,
DEBIT,07/31/2018,"SHELL Service Station LOCKPORT IL    024352  07/31",-43.10,DEBIT_CARD,2697.67,,
DEBIT,07/30/2018,"Netflix.com netflix.com CA                   07/28",-10.99,DEBIT_CARD,2740.77,,
DEBIT,07/30/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           07/29",-38.67,DEBIT_CARD,2751.76,,
DEBIT,07/30/2018,"CHISOX BAR & GRILL CHICAGO IL                07/28",-111.00,DEBIT_CARD,2790.43,,
DEBIT,07/30/2018,"QuickPay with Zelle payment to landlord 7351170662",-725.00,QUICKPAY_DEBIT,2901.43,,
DEBIT,07/30/2018,"EMBERS LOCKPORT IL                           07/28",-10.00,DEBIT_CARD,3626.43,,
DEBIT,07/27/2018,"SHELL Service Station LOCKPORT IL    099238  07/27",-43.33,DEBIT_CARD,3636.43,,
DEBIT,07/27/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/26",-17.02,DEBIT_CARD,3679.76,,
DEBIT,07/26/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/25",-20.00,DEBIT_CARD,3696.78,,
DEBIT,07/26/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/25",-8.20,DEBIT_CARD,3716.78,,
DEBIT,07/23/2018,"Spotify USA 646-8375380 NY                   07/23",-14.99,DEBIT_CARD,3724.98,,
DEBIT,07/23/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/20",-20.00,DEBIT_CARD,3739.97,,
DEBIT,07/23/2018,"SHELL Service Station LOCKPORT IL    098299  07/23",-33.23,DEBIT_CARD,3759.97,,
DEBIT,07/23/2018,"SQ *AT EASE CRAFT BEER Homer Glen IL         07/22",-15.00,DEBIT_CARD,3793.20,,
DEBIT,07/23/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           07/21",-17.78,DEBIT_CARD,3808.20,,
DEBIT,07/23/2018,"GAMESTOP #6099 159TH S LOCKPORT IL   510049  07/21",-21.59,DEBIT_CARD,3825.98,,
DEBIT,07/23/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/20",-8.20,DEBIT_CARD,3847.57,,
DEBIT,07/20/2018,"SHELL Service Station LOCKPORT IL    060086  07/20",-39.65,DEBIT_CARD,3855.77,,
DEBIT,07/20/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/19",-17.00,DEBIT_CARD,3895.42,,
DEBIT,07/20/2018,"PANDA EXPRESS 691 WHEELING IL                07/19",-11.88,DEBIT_CARD,3912.42,,
CREDIT,07/20/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.73,ACH_CREDIT,3924.30,,
DEBIT,07/18/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/18",-20.00,DEBIT_CARD,2227.57,,
DEBIT,07/17/2018,"BP#8937138ANR PETROLEUM NORTHBROOK IL        07/16",-4.91,DEBIT_CARD,2247.57,,
DEBIT,07/16/2018,"COMCAST CHICAGO 800-COMCAST IL               07/14",-10.99,DEBIT_CARD,2252.48,,
DEBIT,07/16/2018,"SHELL Service Station LOCKPORT IL    050591  07/16",-39.95,DEBIT_CARD,2263.47,,
DEBIT,07/16/2018,"JEWEL-OSCO        3720 LOCKPORT IL   933849  07/16",-76.81,DEBIT_CARD,2303.42,,
DEBIT,07/16/2018,"GRAETERS 60 NORTHBROOK IL                    07/13",-9.90,DEBIT_CARD,2380.23,,
DEBIT,07/16/2018,"VENMO*Riordan Bill NEW YORK CITY NY  457995  07/17",19.75,DEBIT_CARD,2390.13,,
DEBIT,07/16/2018,"TM * 800-653-8000 CA                         07/16",108.33,DEBIT_CARD,2370.38,,
DEBIT,07/13/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/13",-20.00,DEBIT_CARD,2262.05,,
DEBIT,07/13/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/12",-20.00,DEBIT_CARD,2282.05,,
DEBIT,07/12/2018,"SHELL Service Station LOCKPORT IL    051754  07/12",-42.44,DEBIT_CARD,2302.05,,
DEBIT,07/11/2018,"WAL-MART #3790 LOCKPORT IL                   07/11",-41.68,DEBIT_CARD,2344.49,,
DEBIT,07/11/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/10",-8.20,DEBIT_CARD,2386.17,,
DEBIT,07/10/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/10",-20.00,DEBIT_CARD,2394.37,,
DEBIT,07/10/2018,"PANDA EXPRESS 691 WHEELING IL                07/09",-6.88,DEBIT_CARD,2414.37,,
DEBIT,07/09/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           07/08",-9.13,DEBIT_CARD,2421.25,,
DEBIT,07/09/2018,"JIFFY LUBE #303 HOMER GLEN IL                07/08",-200.45,DEBIT_CARD,2430.38,,
DEBIT,07/09/2018,"WENDY'S 8949 HOMER GLEN IL                   07/08",-4.32,DEBIT_CARD,2630.83,,
DEBIT,07/09/2018,"TARGET T- 13460 S Arch LEMONT IL             07/07",-17.17,DEBIT_CARD,2635.15,,
DEBIT,07/09/2018,"SPEEDWAY 01420 155 HOMER GLEN IL     515562  07/07",-47.54,DEBIT_CARD,2652.32,,
DEBIT,07/09/2018,"JIMMY JOHNS # 533 DEERFIELD IL               07/06",-8.20,DEBIT_CARD,2699.86,,
DEBIT,07/06/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        07/05",-16.00,DEBIT_CARD,2708.06,,
CREDIT,07/06/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.72,ACH_CREDIT,2724.06,,
DEBIT,07/05/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        07/04",-20.00,DEBIT_CARD,1027.34,,
DEBIT,07/05/2018,"EMBERS LOCKPORT IL                           07/03",-4.78,DEBIT_CARD,1047.34,,
DEBIT,07/05/2018,"Int'l Rescue Committee 917-3320800 NY        07/03",-100.00,DEBIT_CARD,1052.12,,
DEBIT,07/02/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/29",-20.00,DEBIT_CARD,1152.12,,
DEBIT,07/02/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-2000.00,ACH_DEBIT,1172.12,,
DEBIT,07/02/2018,"WAL-MART #3790 LOCKPORT IL                   07/02",-64.50,DEBIT_CARD,3172.12,,
DEBIT,07/02/2018,"SPEEDWAY 01420 155 HOMER GLEN IL     766502  07/02",-44.12,DEBIT_CARD,3236.62,,
DEBIT,07/02/2018,"QuickPay with Zelle payment to landlord 7281304205",-725.00,QUICKPAY_DEBIT,3280.74,,
DEBIT,07/02/2018,"HONEYFIELD RESTAURAN LOCKPORT IL             07/01",-12.33,DEBIT_CARD,4005.74,,
DEBIT,07/02/2018,"WM SUPERC Wal-Mart Sup LOCKPORT IL           06/30",-43.28,DEBIT_CARD,4018.07,,
DEBIT,07/02/2018,"CHENCHOS BURRITO HOMER GLEN IL               06/30",-19.97,DEBIT_CARD,4061.35,,
DEBIT,06/29/2018,"Netflix.com netflix.com CA                   06/28",-10.99,DEBIT_CARD,4081.32,,
DEBIT,06/29/2018,"THE HOME DEPOT #1989 HOMER GLEN IL   670766  06/29",-13.90,DEBIT_CARD,4092.31,,
DEBIT,06/29/2018,"SHELL Service Station LOCKPORT IL    082693  06/29",-41.40,DEBIT_CARD,4106.21,,
DEBIT,06/27/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/26",-20.00,DEBIT_CARD,4147.61,,
DEBIT,06/27/2018,"SHELL OIL 57445180607 LOCKPORT IL            06/26",-44.48,DEBIT_CARD,4167.61,,
DEBIT,06/27/2018,"JIMMY JOHNS # 533 DEERFIELD IL               06/26",-8.20,DEBIT_CARD,4212.09,,
DEBIT,06/26/2018,"WAL-MART #3790 LOCKPORT IL                   06/26",-171.97,DEBIT_CARD,4220.29,,
DEBIT,06/26/2018,"PANDA EXPRESS 691 WHEELING IL                06/25",-6.77,DEBIT_CARD,4392.26,,
DEBIT,06/26/2018,"BROADWAY DINER BARABOO WI                    06/24",-17.00,DEBIT_CARD,4399.03,,
DEBIT,06/25/2018,"Spotify USA 646-8375380 NY                   06/23",-14.99,DEBIT_CARD,4416.03,,
DEBIT,06/25/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/22",-20.00,DEBIT_CARD,4431.02,,
DEBIT,06/25/2018,"BP#8937351FAHD DEERFIELD IL                  06/25",-6.11,DEBIT_CARD,4451.02,,
DEBIT,06/25/2018,"NIGS BAR WISCONSIN DEL WI                    06/23",-4.75,DEBIT_CARD,4457.13,,
DEBIT,06/25/2018,"NIGS BAR WISCONSIN DEL WI                    06/23",-16.25,DEBIT_CARD,4461.88,,
DEBIT,06/25/2018,"MCDONALD'S F17893 WHEELING IL                06/22",-4.30,DEBIT_CARD,4478.13,,
DEBIT,06/25/2018,"JIMMY JOHNS # 533 DEERFIELD IL               06/22",-8.20,DEBIT_CARD,4482.43,,
DEBIT,06/22/2018,"SHELL Service Station BELOIT WI      067894  06/22",-38.37,DEBIT_CARD,4490.63,,
DEBIT,06/22/2018,"WAL-MART #1735 WHEELING IL                   06/22",-6.47,DEBIT_CARD,4529.00,,
DEBIT,06/22/2018,"CULVER'S OF LOCKPO LOCKPORT IL               06/21",-4.63,DEBIT_CARD,4535.47,,
DEBIT,06/22/2018,"PANDA EXPRESS 691 WHEELING IL                06/21",-6.77,DEBIT_CARD,4540.10,,
CREDIT,06/22/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.72,ACH_CREDIT,4546.87,,
DEBIT,06/20/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/20",-20.00,DEBIT_CARD,2850.15,,
DEBIT,06/20/2018,"SHELL Service Station LOCKPORT IL    088205  06/20",-39.30,DEBIT_CARD,2870.15,,
DEBIT,06/20/2018,"COMCAST CHICAGO CS 1X 800-266-2278 IL        06/20",-50.00,DEBIT_CARD,2909.45,,
DEBIT,06/20/2018,"JIMMY JOHNS # 533 DEERFIELD IL               06/19",-8.20,DEBIT_CARD,2959.45,,
DEBIT,06/19/2018,"PANDA EXPRESS 691 WHEELING IL                06/18",-11.77,DEBIT_CARD,2967.65,,
DEBIT,06/18/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/15",-20.00,DEBIT_CARD,2979.42,,
DEBIT,06/18/2018,"PANERA BREAD #204097 LOCKPORT IL             06/16",-11.64,DEBIT_CARD,2999.42,,
DEBIT,06/18/2018,"Wal-Mart Super Center LOCKPORT IL            06/16",-48.88,DEBIT_CARD,3011.06,,
DEBIT,06/18/2018,"SHELL Service Station HOMER GLEN IL  057574  06/16",-43.06,DEBIT_CARD,3059.94,,
DEBIT,06/18/2018,"QuickPay with Zelle payment to Brian 7237478011",-386.64,QUICKPAY_DEBIT,3103.00,,
DEBIT,06/18/2018,"QuickPay with Zelle payment to Brian 7237191335",-725.00,QUICKPAY_DEBIT,3489.64,,
DEBIT,06/18/2018,"JIMMY JOHNS # 533 DEERFIELD IL               06/15",-8.20,DEBIT_CARD,4214.64,,
DEBIT,06/15/2018,"MGSG INC NORTHBROOK IL                       06/15",-13.66,DEBIT_CARD,4222.84,,
DEBIT,06/15/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        06/14",-17.00,DEBIT_CARD,4236.50,,
DEBIT,06/15/2018,"OLIVE GARDEN 0021564 ORLAND PARK IL          06/13",-33.00,DEBIT_CARD,4253.50,,
DEBIT,06/14/2018,"PANDA EXPRESS 691 WHEELING IL                06/13",-6.77,DEBIT_CARD,4286.50,,
DEBIT,06/13/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/12",-20.00,DEBIT_CARD,4293.27,,
DEBIT,06/13/2018,"JIMMY JOHNS # 533 DEERFIELD IL               06/12",-8.20,DEBIT_CARD,4313.27,,
DEBIT,06/12/2018,"SPEEDWAY 01420 155 HOMER GLEN IL             06/11",-42.27,DEBIT_CARD,4321.47,,
DEBIT,06/12/2018,"PANDA EXPRESS 691 WHEELING IL                06/11",-6.77,DEBIT_CARD,4363.74,,
DEBIT,06/12/2018,"AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        06/12",-52.89,DEBIT_CARD,4370.51,,
DEBIT,06/08/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/07",-20.00,DEBIT_CARD,4423.40,,
DEBIT,06/08/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        06/07",-20.00,DEBIT_CARD,4443.40,,
DEBIT,06/08/2018,"PANDA EXPRESS 691 WHEELING IL                06/07",-11.77,DEBIT_CARD,4463.40,,
CREDIT,06/08/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.73,ACH_CREDIT,4475.17,,
DEBIT,06/07/2018,"SPEEDWAY 01420 155 HOMER GLEN IL             06/06",-35.44,DEBIT_CARD,2778.44,,
DEBIT,06/07/2018,"JIMMY JOHNS # 533 DEERFIELD IL               06/06",-8.20,DEBIT_CARD,2813.88,,
DEBIT,06/06/2018,"PANDA EXPRESS 691 WHEELING IL                06/05",-6.77,DEBIT_CARD,2822.08,,
DEBIT,06/05/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        06/04",-20.00,DEBIT_CARD,2828.85,,
DEBIT,06/04/2018,"SHELL Service Station HOMER GLEN IL  008502  06/03",-44.38,DEBIT_CARD,2848.85,,
DEBIT,06/04/2018,"CISI 815-2151030 IL                          06/02",-55.00,DEBIT_CARD,2893.23,,
DEBIT,06/01/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-2000.00,ACH_DEBIT,2948.23,,
DEBIT,06/01/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        05/31",-20.00,DEBIT_CARD,4948.23,,
DEBIT,06/01/2018,"PANDA EXPRESS 691 WHEELING IL                05/31",-6.77,DEBIT_CARD,4968.23,,
DEBIT,05/31/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/30",-20.00,DEBIT_CARD,4975.00,,
DEBIT,05/31/2018,"ORLAND PARK CINEMAS-23 ORLAND PARK IL        05/30",-24.00,DEBIT_CARD,4995.00,,
DEBIT,05/31/2018,"WENDY'S 2575 ORLAND HILLS IL                 05/30",-8.80,DEBIT_CARD,5019.00,,
DEBIT,05/30/2018,"PANDA EXPRESS 691 WHEELING IL                05/29",-6.77,DEBIT_CARD,5027.80,,
DEBIT,05/29/2018,"Netflix.com netflix.com CA                   05/28",-10.99,DEBIT_CARD,5034.57,,
DEBIT,05/29/2018,"SHELL Service Station HOMER GLEN IL  007808  05/29",-31.32,DEBIT_CARD,5045.56,,
DEBIT,05/29/2018,"CHENCHOS BURRITO HOMER GLEN IL               05/26",-58.28,DEBIT_CARD,5076.88,,
DEBIT,05/29/2018,"TACO BELL #26743 ORLAND HILLS IL             05/25",-10.63,DEBIT_CARD,5135.16,,
DEBIT,05/29/2018,"DAVIDSONS BAR  GRILL HOMER GLEN IL           05/25",-10.00,DEBIT_CARD,5145.79,,
DEBIT,05/29/2018,"CITGO 44 LOCKPORT LOCKPORT IL                05/25",-45.59,DEBIT_CARD,5155.79,,
DEBIT,05/29/2018,"CITGO 44 LOCKPORT LOCKPORT IL                05/24",-10.09,DEBIT_CARD,5201.38,,
DEBIT,05/25/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/25",-20.00,DEBIT_CARD,5211.47,,
DEBIT,05/25/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        05/24",-20.00,DEBIT_CARD,5231.47,,
DEBIT,05/25/2018,"JIMMY JOHNS # 533 DEERFIELD IL               05/24",-6.98,DEBIT_CARD,5251.47,,
CREDIT,05/25/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.71,ACH_CREDIT,5258.45,,
DEBIT,05/24/2018,"WENDY'S 8949 HOMER GLEN IL                   05/23",-4.32,DEBIT_CARD,3561.74,,
DEBIT,05/23/2018,"Spotify USA 646-8375380 NY                   05/23",-14.99,DEBIT_CARD,3566.06,,
DEBIT,05/23/2018,"PANDA EXPRESS 691 WHEELING IL                05/22",-11.77,DEBIT_CARD,3581.05,,
DEBIT,05/22/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/22",-20.00,DEBIT_CARD,3592.82,,
DEBIT,05/22/2018,"PANDA EXPRESS 691 WHEELING IL                05/21",-6.77,DEBIT_CARD,3612.82,,
DEBIT,05/22/2018,"MID IRON CLUB BOLINGBROOK IL                 05/20",-10.00,DEBIT_CARD,3619.59,,
DEBIT,05/21/2018,"SHELL Service Station HOMER GLEN IL  045555  05/20",-55.79,DEBIT_CARD,3629.59,,
DEBIT,05/21/2018,"WENDY'S 8949 HOMER GLEN IL                   05/20",-12.30,DEBIT_CARD,3685.38,,
DEBIT,05/21/2018,"Online Transfer to CHK ...3679 transaction#: 7162900723 05/21",-762.00,ACCT_XFER,3697.68,,
DEBIT,05/21/2018,"Amazon.com AMZN.COM/BILL WA                  05/20",-58.57,DEBIT_CARD,4459.68,,
DEBIT,05/21/2018,"Amazon.com AMZN.COM/BILL WA                  05/21",-104.02,DEBIT_CARD,4518.25,,
DEBIT,05/21/2018,"BP#8937138ANR PETROLEUM NORTHBROOK IL        05/18",-10.01,DEBIT_CARD,4622.27,,
DEBIT,05/18/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/17",-20.00,DEBIT_CARD,4632.28,,
DEBIT,05/17/2018,"JIMMY JOHNS # 533 DEERFIELD IL               05/16",-8.20,DEBIT_CARD,4652.28,,
DEBIT,05/16/2018,"PANDA EXPRESS 691 WHEELING IL                05/15",-6.77,DEBIT_CARD,4660.48,,
DEBIT,05/15/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/15",-20.00,DEBIT_CARD,4667.25,,
DEBIT,05/15/2018,"SPEEDWAY 01420 155 HOMER GLEN IL             05/14",-53.34,DEBIT_CARD,4687.25,,
DEBIT,05/15/2018,"GLEN PRAIRIE RESTAURANT GLEN ELLYN IL        05/14",-55.00,DEBIT_CARD,4740.59,,
DEBIT,05/15/2018,"JIMMY JOHNS # 533 DEERFIELD IL               05/14",-6.98,DEBIT_CARD,4795.59,,
DEBIT,05/14/2018,"Microsoft *Xbox msbill.info WA               05/14",-21.04,DEBIT_CARD,4802.57,,
DEBIT,05/14/2018,"KFC G135282 LOCKPORT IL                      05/12",-12.16,DEBIT_CARD,4823.61,,
DEBIT,05/14/2018,"WENDY'S 8949 HOMER GLEN IL                   05/12",-4.32,DEBIT_CARD,4835.77,,
DEBIT,05/14/2018,"2158 Great Clips at Hom HOMER GLEN IL        05/12",-20.00,DEBIT_CARD,4840.09,,
DEBIT,05/14/2018,"CHENCHOS BURRITO HOMER GLEN IL               05/11",-45.06,DEBIT_CARD,4860.09,,
DEBIT,05/14/2018,"PANDA EXPRESS 691 WHEELING IL                05/11",-6.77,DEBIT_CARD,4905.15,,
DEBIT,05/11/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/10",-20.00,DEBIT_CARD,4911.92,,
CREDIT,05/11/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.72,ACH_CREDIT,4931.92,,
DEBIT,05/10/2018,"BP#8937138ANR PETROLEUM NORTHBROOK IL        05/09",-8.35,DEBIT_CARD,3235.20,,
DEBIT,05/10/2018,"JIMMY JOHNS # 533 DEERFIELD IL               05/09",-8.13,DEBIT_CARD,3243.55,,
DEBIT,05/09/2018,"SHELL Service Station HOMER GLEN IL  067463  05/09",-50.37,DEBIT_CARD,3251.68,,
DEBIT,05/08/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/07",-20.00,DEBIT_CARD,3302.05,,
DEBIT,05/08/2018,"PUB II NORMAL IL                             05/06",-10.00,DEBIT_CARD,3322.05,,
DEBIT,05/07/2018,"KROGER FUEL CTR 1550 E NORMAL IL     661604  05/06",-43.36,DEBIT_CARD,3332.05,,
DEBIT,05/07/2018,"PAPA JOHN'S #0107 309-662-4422 IL            05/06",-46.41,DEBIT_CARD,3375.41,,
DEBIT,05/07/2018,"MCDONALD'S  F5716 NORMAL IL                  05/05",-5.08,DEBIT_CARD,3421.82,,
DEBIT,05/07/2018,"BUDGET LIQUORS NORMAL IL                     05/05",-20.22,DEBIT_CARD,3426.90,,
DEBIT,05/07/2018,"DAIRY QUEEN #14929 NORMAL IL                 05/06",-6.65,DEBIT_CARD,3447.12,,
DEBIT,05/07/2018,"CHENCHOS BURRITO HOMER GLEN IL               05/04",-45.06,DEBIT_CARD,3453.77,,
DEBIT,05/04/2018,"MGSG INC NORTHBROOK IL                       05/04",-9.84,DEBIT_CARD,3498.83,,
DEBIT,05/04/2018,"OPTICS PLANET INC 8885630356 IL              05/03",-123.67,DEBIT_CARD,3508.67,,
DEBIT,05/03/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        05/03",-20.00,DEBIT_CARD,3632.34,,
DEBIT,05/03/2018,"JIMMY JOHNS # 533 DEERFIELD IL               05/02",-8.46,DEBIT_CARD,3652.34,,
DEBIT,05/01/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        04/30",-20.00,DEBIT_CARD,3660.80,,
DEBIT,05/01/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-2000.00,ACH_DEBIT,3680.80,,
DEBIT,04/30/2018,"Spotify USA 646-8375380 NY                   04/30",-4.99,DEBIT_CARD,5680.80,,
DEBIT,04/30/2018,"Netflix.com netflix.com CA                   04/28",-10.99,DEBIT_CARD,5685.79,,
