Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,08/14/2018,"PANERA BREAD #204097 LOCKPORT IL             08/13",-12.61,DEBIT_CARD,1656.81,,
DEBIT,08/13/2018,"STITCH FIX, INC. 844-386-3850 CA             08/11",-20.00,DEBIT_CARD,1669.42,,
DEBIT,08/13/2018,"SPEEDWAY 07440 100 LOCKPORT IL       752304  08/12",-42.29,DEBIT_CARD,1689.42,,
DEBIT,08/13/2018,"CHISOX BAR & GRILL CHICAGO IL                08/11",-130.00,DEBIT_CARD,1731.71,,
DEBIT,08/13/2018,"JEWEL-OSCO        3720 LOCKPORT IL   652547  08/11",-60.58,DEBIT_CARD,1861.71,,
DEBIT,08/13/2018,"ANYTIME FITNESS LOCKPORT IL                  08/11",-29.00,DEBIT_CARD,1922.29,,
DEBIT,08/10/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        08/10",-20.00,DEBIT_CARD,1951.29,,
DEBIT,08/10/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        08/09",-20.00,DEBIT_CARD,1971.29,,
DEBIT,08/09/2018,"PANDA EXPRESS 691 WHEELING IL                08/08",-11.88,DEBIT_CARD,1991.29,,
DEBIT,08/08/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        08/07",-20.00,DEBIT_CARD,2003.17,,
DEBIT,08/07/2018,"SHELL Service Station LOCKPORT IL    067275  08/07",-25.45,DEBIT_CARD,2023.17,,
DEBIT,08/06/2018,"Wal-Mart Super Center LOCKPORT IL            08/05",-24.81,DEBIT_CARD,2048.62,,
DEBIT,08/06/2018,"SHELL Service Station LOCKPORT IL    035607  08/05",-43.21,DEBIT_CARD,2073.43,,
DEBIT,08/06/2018,"MCDONALD'S F32320 LOCKPORT IL                08/05",-14.32,DEBIT_CARD,2116.64,,
DEBIT,08/06/2018,"PARADISE BAY LOCKPORT IL                     08/04",-22.00,DEBIT_CARD,2130.96,,
DEBIT,08/06/2018,"FAT RICKYS ROMEOVILLE ROMEOVILLE IL          08/04",-16.00,DEBIT_CARD,2152.96,,
DEBIT,08/06/2018,"PP*METALMONKEY ROMEOVILLE IL                 08/04",-7.00,DEBIT_CARD,2168.96,,
DEBIT,08/06/2018,"LINCOLN HALL TICKETS 773-525-2501 IL         08/03",-120.00,DEBIT_CARD,2175.96,,
DEBIT,08/03/2018,"IL TOLLWAY AUTO REPLE 800-824-7277 IL        08/02",-20.00,DEBIT_CARD,2295.96,,
DEBIT,08/03/2018,"BUFFALO WILD WINGS ORL ORLAND PARK IL        08/02",-20.00,DEBIT_CARD,2315.96,,
CREDIT,08/03/2018,"OPTICSPLANET, IN DIRECT DEP                 PPD ID: 9111111101",1696.72,ACH_CREDIT,2335.96,,
DEBIT,08/01/2018,"SCHWAB BROKERAGE MONEYLINK                  PPD ID: 9005586224",-2000.00,ACH_DEBIT,639.24,,
DEBIT,08/01/2018,"QuickPay with Zelle payment to landlord 7364592825",-38.43,QUICKPAY_DEBIT,2639.24,,
